,Provider ID,Hospital Name,State,Emergency Services,Use of EHRs,Mortality,Safety of care,Readmission,Patient experience,Effectiveness of care,Timeliness of care,Medical imaging use,Hospital overall rating
2619,243302,CHILDREN'S HOSPITALS & CLINICS OF MN,MN,True,True,,,,,,,,
2620,250082,DELTA REGIONAL MEDICAL CENTER,MS,True,True,1,0,0,-1,-1,1,0,2.0
2621,250163,PATIENTS CHOICE MEDICAL CENTER,MS,False,,,,,,,,,
2622,331319,MEDINA MEMORIAL HOSPITAL,NY,True,True,0,,0,-1,,,,2.0
2623,330229,BROOKS MEMORIAL HOSPITAL,NY,True,True,0,0,0,-1,0,0,,2.0
2624,241356,MILLE LACS HEALTH SYSTEM,MN,True,True,,,0,0,-1,0,,3.0
2625,270049,ST VINCENT HEALTHCARE,MT,True,True,0,-1,-1,1,0,1,1,4.0
2626,260081,SSM HEALTH ST CLARE HOSPITAL - FENTON,MO,True,True,0,1,1,1,0,0,0,3.0
2627,330405,HELEN HAYES HOSPITAL,NY,False,,,,,,,,,
2628,290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,NV,True,True,0,1,0,-1,0,0,0,3.0
2629,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,True,True,-1,0,1,1,0,-1,0,4.0
2630,330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,NY,True,True,0,0,0,-1,-1,0,0,3.0
2631,240038,UNITED HOSPITAL,MN,True,True,0,0,0,0,0,0,0,3.0
2632,271310,GARFIELD COUNTY HEALTH CENTER,MT,True,True,,,,,,,,
2633,220095,HEYWOOD HOSPITAL,MA,True,True,0,0,0,0,0,0,0,3.0
2634,231319,ASPIRUS KEWEENAW HOSPITAL,MI,True,True,0,,0,1,,0,0,3.0
2635,240010,MAYO CLINIC HOSPITAL ROCHESTER,MN,True,True,-1,0,-1,1,0,0,1,5.0
2636,271301,FALLON MEDICAL COMPLEX HOSPITAL,MT,True,True,,,,,,,,
2637,260011,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,MO,True,True,0,1,0,1,1,1,0,4.0
2638,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,NY,True,True,0,-1,1,-1,0,-1,,1.0
2639,330184,MONTEFIORE NEW ROCHELLE HOSPITAL,NY,True,True,0,-1,1,-1,0,-1,,2.0
2640,330194,MAIMONIDES MEDICAL CENTER,NY,True,True,-1,0,1,-1,-1,-1,0,2.0
2641,270089,BIG SKY MEDICAL CENTER,MT,True,,,,,,,,,
2642,330205,ST ANTHONY COMMUNITY HOSPITAL,NY,True,True,0,0,0,1,0,1,0,3.0
2643,260160,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,MO,True,True,0,,0,,0,1,0,3.0
2644,261311,PERRY COUNTY MEMORIAL HOSPITAL,MO,True,True,0,,0,1,,,,4.0
2645,230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,MI,True,True,0,0,0,1,1,0,1,4.0
2646,330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,NY,True,True,0,0,0,0,0,0,,3.0
2647,320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,NM,True,True,0,,0,-1,0,-1,0,2.0
2648,320022,PLAINS REGIONAL MEDICAL CENTER,NM,True,True,0,0,0,0,0,0,0,3.0
2649,330214,NYU HOSPITALS CENTER,NY,True,True,-1,-1,-1,-1,0,-1,0,4.0
2650,230036,MIDMICHIGAN MEDICAL CENTER - ALPENA,MI,True,True,0,1,-1,-1,0,0,-1,4.0
2651,320021,PRESBYTERIAN HOSPITAL,NM,True,True,0,-1,-1,0,0,-1,0,3.0
2652,240069,OWATONNA HOSPITAL,MN,True,True,0,0,0,1,0,0,,3.0
2653,251315,BAPTIST MEDICAL CENTER-LEAKE,MS,True,True,0,,0,,,,,
2654,231310,SCHEURER HOSPITAL,MI,True,True,,,0,1,0,0,0,4.0
2655,230141,MCLAREN FLINT,MI,True,True,-1,-1,1,-1,0,-1,-1,2.0
2656,310032,INSPIRA MEDICAL CENTER VINELAND,NJ,True,True,0,-1,1,-1,0,-1,0,2.0
2657,271340,MARCUS DALY MEMORIAL HOSPITAL - CAH,MT,True,True,0,,0,0,,,,3.0
2658,241362,CENTRACARE HEALTH - MONTICELLO,MN,True,True,,,0,1,0,1,,4.0
2659,330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",NY,True,True,0,,0,0,0,0,,3.0
2660,250031,MERIT HEALTH RIVER REGION,MS,True,True,0,-1,1,-1,0,0,0,2.0
2661,231312,SHERIDAN COMMUNITY HOSPITAL,MI,True,True,,,0,,0,0,,3.0
2662,281308,HENDERSON HEALTH CARE SERVICES,NE,True,True,,,,,,,,
2663,241359,AVERA MARSHALL REGIONAL MEDICAL CTR,MN,True,True,0,,0,0,0,1,,3.0
2664,340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,NC,True,True,0,1,-1,-1,1,0,1,3.0
2665,330119,LENOX HILL HOSPITAL,NY,True,True,-1,-1,1,-1,0,-1,0,3.0
2666,330180,SAMARITAN HOSPITAL,NY,True,True,0,0,0,-1,0,-1,0,2.0
2667,261314,HERMANN AREA DISTRICT HOSPITAL,MO,True,True,0,,0,,,,,
2668,241380,ST JOSEPHS AREA  HEALTH SERVICES,MN,True,True,0,,0,0,0,0,0,3.0
2669,330162,NORTHERN WESTCHESTER HOSPITAL,NY,True,True,-1,1,0,1,0,0,0,4.0
2670,241373,PERHAM HEALTH,MN,True,True,,,0,1,0,1,,4.0
2671,310005,HUNTERDON MEDICAL CENTER,NJ,True,True,0,0,-1,0,0,0,0,3.0
2672,260113,MISSOURI DELTA MEDICAL CENTER,MO,True,True,0,0,0,1,0,1,0,3.0
2673,260085,ST JOSEPH MEDICAL CENTER,MO,True,True,0,0,-1,-1,0,1,0,3.0
2674,240207,FAIRVIEW RIDGES HOSPITAL,MN,True,True,0,1,0,1,0,0,1,4.0
2675,340013,RUTHERFORD REGIONAL MEDICAL CENTER,NC,True,True,0,0,0,0,0,0,0,3.0
2676,251317,SIMPSON GENERAL HOSPITAL CAH,MS,True,True,,,0,,0,0,,3.0
2677,240084,ESSENTIA HEALTH VIRGINIA,MN,False,True,0,0,0,0,0,1,,3.0
2678,230059,SAINT MARY'S HEALTH CARE,MI,True,True,0,0,-1,1,1,0,0,4.0
2679,230029,ST JOSEPH MERCY OAKLAND,MI,True,True,-1,-1,1,-1,0,0,1,3.0
2680,243303,SHRINERS HOSPITALS FOR CHILDREN - TWIN CITIES,MN,False,True,,,,,,,,
2681,290007,UNIVERSITY MEDICAL CENTER,NV,True,True,0,-1,1,-1,0,-1,0,1.0
2682,230096,STURGIS HOSPITAL,MI,True,True,0,0,0,1,0,1,0,4.0
2683,330009,BRONX-LEBANON HOSPITAL CENTER,NY,True,True,0,-1,1,-1,0,-1,,1.0
2684,241301,LAKEWOOD HEALTH CENTER,MN,True,True,,,,,,0,,
2685,330215,"ROME MEMORIAL HOSPITAL, INC",NY,True,True,0,0,1,-1,0,-1,0,2.0
2686,251322,LAIRD HOSPITAL INC,MS,True,True,0,,0,,,,,
2687,321308,CIBOLA GENERAL HOSPITAL,NM,True,True,,,0,0,,1,,3.0
2688,220110,BRIGHAM AND WOMEN'S HOSPITAL,MA,True,True,-1,-1,1,1,0,-1,1,3.0
2689,250067,CLAY COUNTY MEDICAL CENTER,MS,True,True,0,0,0,0,0,1,,3.0
2690,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,True,True,0,-1,1,-1,-1,-1,0,2.0
2691,241308,LAKE VIEW MEMORIAL HOSPITAL,MN,True,True,,,,,0,0,,
2692,291304,PERSHING GENERAL HOSPITAL,NV,True,True,,,,,,,,
2693,231338,SPECTRUM HEALTH GERBER MEMORIAL,MI,True,True,,,-1,1,0,0,0,4.0
2694,330157,SAMARITAN MEDICAL CENTER,NY,True,True,1,-1,-1,-1,0,-1,-1,2.0
2695,321302,DR DAN C TRIGG MEMORIAL HOSPITAL,NM,True,True,,,,,,,,
2696,241352,MAYO CLINIC HEALTH SYSTEM - SPRINGFIELD,MN,True,True,,,,,0,0,,
2697,301307,"MEMORIAL HOSPITAL, THE",NH,True,True,0,,0,0,,,,3.0
2698,260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO,True,True,0,0,1,-1,-1,0,-1,2.0
2699,331315,GOUVERNEUR HOSPITAL,NY,True,True,0,,0,,,,,
2700,241311,RIDGEVIEW SIBLEY MEDICAL CENTER,MN,True,True,,,,,0,1,,
2701,230041,MCLAREN BAY REGION,MI,True,True,0,1,0,-1,0,0,0,3.0
2702,220176,ST VINCENT HOSPITAL,MA,True,True,-1,0,1,0,0,-1,0,3.0
2703,271334,LIBERTY MEDICAL CENTER,MT,True,True,,,,,,,,
2704,251335,JOHN C STENNIS MEMORIAL HOSPITAL,MS,True,True,,,,,,,,
2705,240063,ST JOSEPH'S HOSPITAL,MN,False,True,0,1,-1,0,0,0,0,4.0
2706,241375,MINNESOTA VALLEY HEALTH CENTER  INC,MN,True,True,,,,,0,,,
2707,261312,HARRISON COUNTY COMMUNITY HOSPITAL,MO,True,True,0,,0,,,,,
2708,270012,BENEFIS HOSPITALS INC,MT,True,True,0,0,-1,-1,0,-1,0,4.0
2709,263303,RANKEN JORDAN A PEDIATRIC REHAB,MO,False,True,,,,,,,,
2710,290012,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,NV,True,True,1,1,-1,-1,0,-1,1,3.0
2711,221302,FAIRVIEW HOSPITAL,MA,True,True,0,,0,1,0,0,0,4.0
2712,331318,"CARTHAGE AREA HOSPITAL, INC",NY,True,True,,,,0,,,,
2713,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,NV,True,True,1,-1,1,-1,0,-1,0,1.0
2714,250141,BAPTIST MEMORIAL HOSPITAL DESOTO,MS,True,True,0,0,1,-1,0,-1,1,2.0
2715,231305,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,MI,True,True,0,,0,1,0,1,0,4.0
2716,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,MA,False,True,,,,,,,,
2717,330045,HUNTINGTON HOSPITAL,NY,True,True,0,1,1,0,0,-1,1,3.0
2718,261317,MERCY HOSPITAL CASSVILLE,MO,True,True,,,0,,,,,
2719,230216,MCLAREN PORT HURON,MI,True,True,1,0,1,0,0,0,0,2.0
2720,260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,MO,True,True,0,0,1,-1,-1,0,,2.0
2721,240036,ST CLOUD HOSPITAL,MN,True,True,-1,0,0,1,1,0,0,4.0
2722,250012,ALLIANCE HEALTHCARE SYSTEM,MS,True,True,0,,0,,0,0,,3.0
2723,320001,UNM HOSPITAL,NM,True,True,0,-1,1,-1,0,-1,0,1.0
2724,230055,DICKINSON COUNTY MEMORIAL HOSPITAL,MI,True,True,0,0,-1,0,0,0,0,4.0
2725,320006,EASTERN NEW MEXICO MEDICAL CENTER,NM,True,True,0,-1,0,-1,0,-1,-1,2.0
2726,251327,HARDY WILSON MEMORIAL HOSPITAL CAH,MS,True,True,0,,0,,,,0,3.0
2727,330078,SISTERS OF CHARITY HOSPITAL,NY,True,True,0,1,-1,-1,0,-1,0,3.0
2728,330023,VASSAR BROTHERS MEDICAL CENTER,NY,True,True,1,0,1,-1,0,-1,1,2.0
2729,310012,VALLEY HOSPITAL,NJ,True,True,-1,-1,1,0,0,0,0,3.0
2730,241341,APPLETON MUNICIPAL HOSPITAL,MN,True,True,,,,,,0,,
2731,301309,MONADNOCK COMMUNITY HOSPITAL,NH,True,True,0,,-1,1,,0,0,4.0
2732,241348,AVERA TYLER HOSPITAL,MN,True,True,,,,,,0,,
2733,251300,LACKEY MEMORIAL HOSPITAL,MS,True,True,0,,0,,,0,,4.0
2734,280129,NEBRASKA ORTHOPAEDIC HOSPITAL,NE,True,True,,1,,1,0,1,,5.0
2735,261315,PARKLAND HEALTH CENTER - BONNE TERRE,MO,True,,,,,,,,,
2736,250042,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,MS,True,True,0,1,1,-1,0,0,0,2.0
2737,330201,KINGSBROOK JEWISH MEDICAL CENTER,NY,True,True,-1,0,1,-1,0,-1,,2.0
2738,230024,SINAI-GRACE HOSPITAL,MI,True,True,-1,-1,1,-1,0,-1,0,1.0
2739,340015,NOVANT HEALTH ROWAN MEDICAL CENTER,NC,True,True,1,0,0,-1,1,0,0,3.0
2740,320063,CARLSBAD MEDICAL CENTER,NM,True,True,0,-1,0,-1,0,0,0,3.0
2741,230005,PROMEDICA BIXBY HOSPITAL,MI,True,True,0,0,-1,0,0,0,0,3.0
2742,310113,SOUTHERN OCEAN MEDICAL CENTER,NJ,True,True,0,-1,-1,-1,0,-1,0,3.0
2743,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,MA,True,True,0,0,1,0,0,0,0,3.0
2744,220175,METROWEST MEDICAL CENTER,MA,True,True,-1,-1,-1,-1,0,-1,0,3.0
2745,321305,NOR-LEA HOSPITAL DISTRICT,NM,True,True,0,,0,,0,0,-1,3.0
2746,310015,MORRISTOWN MEDICAL CENTER,NJ,True,True,-1,-1,-1,0,0,-1,1,4.0
2747,330226,UNITY HOSPITAL OF ROCHESTER,NY,True,True,0,1,1,1,0,-1,,4.0
2748,240187,HUTCHINSON HEALTH,MN,True,True,0,0,0,1,0,1,,4.0
2749,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",MI,True,True,-1,1,1,1,0,0,0,4.0
2750,250025,MERIT HEALTH GILMORE MEMORIAL,MS,True,True,0,0,0,1,0,1,-1,3.0
2751,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,MI,True,True,0,1,1,-1,0,-1,-1,2.0
2752,330246,ST CHARLES HOSPITAL,NY,True,True,0,1,1,0,0,-1,0,3.0
2753,240064,GRAND ITASCA CLINIC AND HOSPITAL,MN,True,True,0,0,0,1,0,0,0,3.0
2754,241342,ORTONVILLE AREA HEALTH SERVICES,MN,True,True,,,,,0,,,
2755,281321,OAKLAND MERCY HOSPITAL,NE,True,True,,,,,0,,,
2756,330059,MONTEFIORE MEDICAL CENTER,NY,True,True,-1,-1,1,-1,-1,-1,1,1.0
2757,260074,MOBERLY REGIONAL MEDICAL CENTER,MO,True,True,0,0,0,0,0,1,0,2.0
2758,330008,WYOMING COUNTY COMMUNITY HOSPITAL,NY,True,True,0,,0,-1,-1,0,,3.0
2759,281332,BUTLER COUNTY HEALTH CARE CENTER,NE,True,True,,,0,,0,0,0,3.0
2760,310112,BAYSHORE COMMUNITY HOSPITAL,NJ,True,True,-1,0,0,-1,0,-1,0,3.0
2761,330203,CROUSE HOSPITAL,NY,True,True,0,-1,1,-1,0,-1,0,2.0
2762,301300,UPPER CONNECTICUT VALLEY HOSPITAL,NH,True,True,0,,0,,0,0,0,3.0
2763,271326,BEARTOOTH BILLINGS CLINIC,MT,True,True,,,,,,,,
2764,331313,"SCHUYLER HOSPITAL, INC",NY,True,True,0,,0,,,,0,3.0
2765,250079,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,MS,True,True,,,0,,,,,
2766,260023,MERCY HOSPITAL JEFFERSON,MO,True,True,0,1,1,-1,0,-1,0,3.0
2767,283300,BOYS TOWN NATIONAL RESEARCH HOSPITAL,NE,False,True,,,,,,,,
2768,290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,NV,True,True,0,0,0,1,0,0,0,4.0
2769,230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,MI,True,True,0,0,0,1,0,0,0,4.0
2770,230031,LAKE HURON MEDICAL CENTER,MI,False,True,0,0,1,0,0,1,0,3.0
2771,230108,UP HEALTH SYSTEM PORTAGE,MI,True,True,0,0,0,1,0,1,0,3.0
2772,230095,WEST BRANCH REGIONAL MEDICAL CENTER,MI,True,True,0,1,-1,0,0,0,-1,4.0
2773,241318,ELY BLOOMENSON COMMUNITY HOSPITAL,MN,True,True,,,,,,,,
2774,330239,WOMAN'S CHRISTIAN ASSOCIATION,NY,True,True,0,0,0,-1,-1,-1,0,2.0
2775,251303,STONE COUNTY HOSPITAL,MS,True,True,0,,0,,,,,
2776,310014,COOPER UNIVERSITY HOSPITAL,NJ,True,True,0,-1,1,-1,0,-1,1,2.0
2777,241319,MURRAY COUNTY MEMORIAL HOSPITAL,MN,True,True,,,0,,,0,,
2778,221303,ATHOL MEMORIAL HOSPITAL,MA,True,True,0,,0,,0,0,,3.0
2779,321301,SOCORRO GENERAL HOSPITAL,NM,True,True,,,0,,,,,
2780,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,NV,True,True,0,1,1,-1,0,-1,0,3.0
2781,261302,MADISON MEDICAL CENTER,MO,True,True,,,,,,,,
2782,230080,MCLAREN CENTRAL MICHIGAN,MI,True,True,0,1,-1,0,0,0,0,4.0
2783,241303,SANFORD TRACY MEDICAL CENTER,MN,True,True,,,,,0,0,,
2784,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY,True,True,0,1,1,-1,0,-1,0,1.0
2785,230017,BRONSON METHODIST HOSPITAL,MI,True,True,1,-1,-1,1,0,0,1,3.0
2786,291313,BANNER CHURCHILL COMMUNITY HOSPITAL,NV,True,True,,,,,,,,
2787,220088,NEW ENGLAND BAPTIST HOSPITAL,MA,False,True,0,1,-1,1,0,,0,5.0
2788,281345,PROVIDENCE MEDICAL CENTER,NE,True,True,,,0,,0,0,,3.0
2789,260102,TRUMAN MEDICAL CENTER LAKEWOOD,MO,True,True,,0,0,-1,0,0,,2.0
2790,330005,KALEIDA HEALTH,NY,True,True,0,-1,-1,-1,-1,-1,0,2.0
2791,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,True,True,0,-1,1,-1,0,-1,0,1.0
2792,250019,MEMORIAL HOSPITAL AT GULFPORT,MS,True,True,0,0,1,0,0,0,-1,2.0
2793,250152,MISSISSIPPI METHODIST REHAB CTR,MS,False,,,,,,,,,
2794,330047,ST MARY'S HOSPITAL AT AMSTERDAM,NY,True,True,1,1,0,-1,0,1,0,3.0
2795,270051,KALISPELL REGIONAL MEDICAL CENTER,MT,True,True,0,0,-1,1,0,0,0,4.0
2796,240057,ABBOTT NORTHWESTERN HOSPITAL,MN,True,True,0,-1,-1,1,0,0,0,4.0
2797,291303,BATTLE MOUNTAIN GENERAL HOSPITAL,NV,True,True,,,,,,,,
2798,320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,NM,True,True,1,1,0,-1,0,0,0,2.0
2799,260162,BARNES-JEWISH WEST COUNTY HOSPITAL,MO,True,True,,1,0,0,0,0,1,4.0
2800,260080,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,MO,True,True,,,0,,0,1,,3.0
2801,330163,EASTERN NIAGARA HOSPITAL,NY,True,True,0,0,1,-1,-1,0,0,2.0
2802,281362,PHELPS MEMORIAL HEALTH CENTER,NE,True,True,0,,0,1,0,0,0,4.0
2803,340008,SCOTLAND MEMORIAL HOSPITAL,NC,True,True,0,1,0,0,0,-1,1,4.0
2804,330115,ONEIDA HEALTHCARE,NY,True,True,0,1,0,1,0,0,0,3.0
2805,261328,NORTHWEST MEDICAL CENTER,MO,True,True,0,,0,,,0,0,3.0
2806,231326,SPARROW CLINTON HOSPITAL,MI,True,True,0,,0,1,0,0,0,4.0
2807,240001,NORTH MEMORIAL MEDICAL CENTER,MN,True,True,0,0,-1,-1,0,0,1,3.0
2808,281324,NEMAHA COUNTY HOSPITAL,NE,True,True,,,,,0,,,
2809,291301,INCLINE VILLAGE HEALTH CENTER,NV,True,True,,,,,,,,
2810,321306,LINCOLN COUNTY MEDICAL CENTER,NM,True,True,0,,0,0,,,,3.0
2811,240088,RICE MEMORIAL HOSPITAL,MN,True,True,0,0,0,0,0,1,,4.0
2812,260047,CAPITAL REGION MEDICAL CENTER,MO,True,True,1,0,0,1,0,1,0,3.0
2813,330094,COLUMBIA MEMORIAL HOSPITAL,NY,True,True,0,-1,1,-1,0,-1,0,1.0
2814,251318,NORTH SUNFLOWER MEDICAL CENTER CAH,MS,True,True,0,,0,,,,,
2815,230156,ST JOSEPH MERCY HOSPITAL,MI,True,True,-1,-1,1,1,0,-1,0,2.0
2816,241340,ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER,MN,True,True,,,,,0,1,,
2817,260061,NEVADA REGIONAL MEDICAL CENTER,MO,True,True,0,,0,0,0,1,0,3.0
2818,230176,BEAUMONT HOSPITAL - TRENTON,MI,True,True,-1,0,1,1,0,0,0,3.0
2819,330259,MERCY MEDICAL CENTER,NY,True,True,0,0,1,-1,0,-1,0,1.0
2820,240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,MN,True,True,0,0,0,1,0,1,0,4.0
2821,330108,"ST JOSEPH'S HOSPITAL, INC",NY,True,True,0,0,0,-1,0,0,0,2.0
2822,261331,FREEMAN NEOSHO HOSPITAL,MO,True,True,,,,,,,,
2823,260179,ST LUKES HOSPITAL,MO,True,True,-1,-1,-1,1,1,1,1,4.0
2824,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,NC,True,True,0,1,-1,1,0,-1,1,4.0
2825,241334,RIVER'S EDGE HOSPITAL & CLINIC,MN,True,True,,,0,1,0,1,,4.0
2826,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,MI,True,True,0,0,0,1,0,0,0,4.0
2827,270057,BOZEMAN HEALTH DEACONESS HOSPITAL,MT,True,True,0,-1,-1,0,0,0,0,3.0
2828,240050,FAIRVIEW LAKES MEDICAL CENTER,MN,True,True,0,0,-1,1,0,0,0,4.0
2829,310096,SAINT MICHAEL'S MEDICAL CENTER,NJ,False,True,-1,-1,1,-1,-1,-1,0,2.0
2830,230180,MIDMICHIGAN MEDICAL CENTER-CLARE,MI,True,True,0,,0,0,0,0,0,3.0
2831,310083,EAST ORANGE GENERAL HOSPITAL,NJ,True,True,-1,1,1,-1,-1,-1,,2.0
2832,240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,MN,True,True,0,0,0,0,0,0,0,3.0
2833,281328,LITZENBERG MEMORIAL COUNTY HOSPITAL,NE,True,True,,,0,,0,0,,3.0
2834,241345,MAYO CLINIC HEALTH SYSTEM - WASECA,MN,True,True,,,,,0,0,,
2835,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,NY,True,True,0,0,1,-1,-1,-1,,2.0
2836,230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,MI,True,True,0,-1,1,-1,0,-1,1,2.0
2837,271316,FRANCES MAHON DEACONESS HOSPITAL,MT,True,True,,,0,1,0,0,,3.0
2838,261327,RAY COUNTY MEMORIAL HOSPITAL,MO,True,True,0,,1,,,,,
2839,271307,BENEFIS TETON MEDICAL CENTER,MT,True,True,,,,,,,,
2840,320005,SAN JUAN REGIONAL MEDICAL CENTER,NM,True,True,0,-1,1,-1,0,-1,1,2.0
2841,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,True,True,0,1,1,-1,0,-1,0,2.0
2842,241336,KITTSON MEMORIAL HOSPITAL,MN,True,True,,,,,,,,
2843,260052,MERCY HOSPITAL WASHINGTON,MO,True,True,0,1,-1,0,0,1,0,4.0
2844,291300,MOUNT GRANT GENERAL HOSPITAL,NV,True,True,0,,0,,,0,,3.0
2845,271347,HOLY ROSARY HEALTHCARE,MT,True,True,0,,0,0,0,1,,3.0
2846,280128,CHI HEALTH NEBRASKA HEART,NE,False,True,0,,-1,1,,,0,5.0
2847,330111,BERTRAND CHAFFEE HOSPITAL,NY,True,True,0,,0,-1,0,1,0,2.0
2848,300005,LAKES REGION GENERAL HOSPITAL,NH,True,,0,0,-1,0,0,0,0,3.0
2849,301306,FRANKLIN REGIONAL HOSPITAL,NH,True,,0,,0,,0,0,,3.0
2850,330231,QUEENS HOSPITAL CENTER,NY,True,True,0,0,1,-1,0,-1,0,1.0
2851,231313,HARBOR BEACH COMMUNITY HOSPITAL,MI,True,True,,,,,,0,,
2852,271333,BROADWATER HEALTH CENTER,MT,True,True,,,,,,,,
2853,310074,JERSEY CITY MEDICAL CENTER,NJ,True,True,0,0,1,-1,0,-1,0,2.0
2854,240020,CAMBRIDGE MEDICAL CENTER,MN,True,True,0,0,0,1,0,0,0,4.0
2855,320065,LEA REGIONAL MEDICAL CENTER,NM,True,True,0,,0,-1,0,0,0,2.0
2856,320067,GUADALUPE COUNTY HOSPITAL,NM,False,True,,,,,0,1,,
2857,260227,BLACK RIVER COMMUNITY MEDICAL CENTER,MO,True,True,,,0,1,0,1,0,3.0
2858,271335,COMMUNITY HOSPITAL OF ANACONDA,MT,True,True,0,,0,0,,,,3.0
2859,310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,NJ,True,True,-1,0,-1,0,0,-1,1,3.0
2860,331311,LITTLE FALLS HOSPITAL,NY,True,True,0,,0,1,,0,,4.0
2861,240104,ST FRANCIS REGIONAL MEDICAL CENTER,MN,True,True,0,0,0,1,0,1,0,3.0
2862,223304,"SHRINERS' HOSPITAL FOR CHILDREN - BOSTON, THE",MA,False,True,,,,,,,,
2863,330100,N Y EYE AND EAR INFIRMARY,NY,False,True,,,,,,,,
2864,320084,ROOSEVELT GENERAL HOSPITAL,NM,True,True,0,,0,0,0,0,,3.0
2865,230002,ST MARY MERCY HOSPITAL,MI,True,True,-1,0,1,0,0,0,0,3.0
2866,310021,ST FRANCIS MEDICAL CENTER,NJ,True,True,0,-1,-1,-1,0,0,,2.0
2867,300020,SOUTHERN NH MEDICAL CENTER,NH,True,True,0,1,0,0,0,0,0,4.0
2868,230217,OAKLAWN HOSPITAL,MI,True,True,0,0,-1,1,0,0,0,5.0
2869,250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,MS,True,True,0,0,0,1,0,1,0,4.0
2870,230144,FOREST HEALTH MEDICAL CENTER,MI,True,,,,,,,,,
2871,300034,CATHOLIC MEDICAL CENTER,NH,True,True,-1,0,-1,0,0,-1,0,4.0
2872,231332,BRONSON LAKEVIEW HOSPITAL,MI,True,True,0,,0,1,0,0,0,4.0
2873,250162,HANCOCK MEDICAL CENTER,MS,True,True,0,,1,-1,0,0,0,3.0
2874,291312,GROVER C DILS MEDICAL CENTER,NV,True,True,,,0,,,,,
2875,271322,SHERIDAN MEMORIAL HOSPTIAL,MT,True,True,,,,,,,,
2876,281320,MEMORIAL HOSPITAL,NE,True,True,,,0,,0,0,0,3.0
2877,230244,GARDEN CITY HOSPITAL,MI,True,True,0,1,1,-1,0,-1,0,2.0
2878,251329,GREENE COUNTY HOSPITAL CAH,MS,True,True,,,,,,,,
2879,300019,CHESHIRE MEDICAL CENTER,NH,True,True,0,1,-1,0,0,-1,1,4.0
2880,240214,MAPLE GROVE HOSPITAL,MN,True,True,0,0,0,1,0,1,,4.0
2881,331304,MARGARETVILLE MEMORIAL HOSPITAL,NY,True,True,,,,,,,,
2882,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ,True,True,0,-1,-1,-1,0,-1,0,3.0
2883,310002,NEWARK BETH ISRAEL MEDICAL CENTER,NJ,True,True,-1,-1,1,-1,0,-1,0,1.0
2884,241323,MADELIA COMMUNITY HOSPITAL,MN,True,True,,,,,,,,
2885,250096,MERIT HEALTH RANKIN,MS,True,True,0,,1,0,0,1,0,2.0
2886,250004,NORTH MISSISSIPPI MEDICAL CENTER,MS,True,True,1,1,0,0,0,0,1,3.0
2887,241316,BIGFORK VALLEY HOSPITAL,MN,True,True,,,,1,0,1,,
2888,320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,NM,True,True,,0,0,0,0,-1,0,3.0
